Route stop,Business,Address,Latitude,Longitude,Straight-line miles from San Carlos,OSRM road miles from San Carlos,OSRM drive minutes from San Carlos,Within 90 minute drive,OSRM query,Audit status
537,LaMigliore Salon,"644 Santa Cruz Avenue, Menlo Park, CA, 94025",37.4526467,-122.183912,5.6,5.9,14.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.183912,37.4526467?overview=false&steps=false&alternatives=false",OK
538,Park Avenue Salon and Spa,"609 Santa Cruz Avenue, Menlo Park, CA, 94025",37.453227,-122.183071,5.7,5.8,14.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.183071,37.453227?overview=false&steps=false&alternatives=false",OK
539,Simpson's Barber Shop,1181,37.4539281,-122.1840782,5.6,5.7,13.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1840782,37.4539281?overview=false&steps=false&alternatives=false",OK
540,J&J Hawaiian Barbeque,"1170 Alma Street, 94025",37.4556575,-122.1827558,5.6,5.9,14.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1827558,37.4556575?overview=false&steps=false&alternatives=false",OK
541,Nina's Nails & Hair,891 Hamilton Avenue,37.4802142,-122.1512528,6.3,7.5,12.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1512528,37.4802142?overview=false&steps=false&alternatives=false",OK
542,Mi Taqueria,875 Hamilton Avenue,37.4799481,-122.1520657,6.2,7.6,12.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1520657,37.4799481?overview=false&steps=false&alternatives=false",OK
543,Markstyle,"Willow Road, Menlo Park, California, 94301 (reverse-geocoded approximate)",37.4656294,-122.1568916,6.4,7.6,12.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1568916,37.4656294?overview=false&steps=false&alternatives=false",OK
544,Tony's Pizza,820 Willow Road,37.4655233,-122.1569261,6.4,7.5,12.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1569261,37.4655233?overview=false&steps=false&alternatives=false",OK
545,New Generation Nails,724,37.464557,-122.1572963,6.4,7.5,12.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1572963,37.464557?overview=false&steps=false&alternatives=false",OK
546,Ochoas Beauty Salon,720 Willow Road,37.4644389,-122.1572402,6.4,7.6,12.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1572402,37.4644389?overview=false&steps=false&alternatives=false",OK
547,Menlo Park Smog,"710 O'Keefe Street, Menlo Park, California, 94301 (reverse-geocoded approximate)",37.4639824,-122.1574795,6.4,7.5,11.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1574795,37.4639824?overview=false&steps=false&alternatives=false",OK
548,Simply Be Beautiful,"530 University Avenue, Palo Alto, CA, 94301",37.4486727,-122.1586841,6.9,8.9,16.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1586841,37.4486727?overview=false&steps=false&alternatives=false",OK
549,Pho Banh Mi,"405 University Avenue, Palo Alto, CA, 94301",37.4473857,-122.1605248,6.9,9.1,16.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1605248,37.4473857?overview=false&steps=false&alternatives=false",OK
550,Hair Studio,"101 South California Avenue, Palo Alto, 94036",37.4284054,-122.1427237,8.4,11.6,18.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1427237,37.4284054?overview=false&steps=false&alternatives=false",OK
551,Daigo,"2363 Birch Street, Palo Alto, CA, 94306",37.427858,-122.1442605,8.4,11.6,18.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1442605,37.427858?overview=false&steps=false&alternatives=false",OK
552,Palo Alto Sol,"408 South California Avenue, Palo Alto, 94306",37.426594,-122.1448665,8.4,11.8,19.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1448665,37.426594?overview=false&steps=false&alternatives=false",OK
553,Hairshaper's Club,"453 South California Avenue, Palo Alto, CA, 94306",37.4256918,-122.145142,8.5,11.7,18.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.145142,37.4256918?overview=false&steps=false&alternatives=false",OK
554,Salon 454,"454 Cambridge Avenue, Palo Alto, CA, 94306",37.4265506,-122.1461993,8.4,11.8,18.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1461993,37.4265506?overview=false&steps=false&alternatives=false",OK
555,Wilmer Hale,"950 Page Mill Road, Palo Alto, 94304",37.4204154,-122.1464428,8.7,12.0,19.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1464428,37.4204154?overview=false&steps=false&alternatives=false",OK
556,Smog 4 Less,"3508 El Camino Real, Palo Alto",37.4186269,-122.1344927,9.2,12.1,19.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1344927,37.4186269?overview=false&steps=false&alternatives=false",OK
557,Hong Kong Restaurant,"3691 El Camino Real, Palo Alto, CA, 94306",37.4186176,-122.1327911,9.3,12.2,20.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1327911,37.4186176?overview=false&steps=false&alternatives=false",OK
558,Sushi Tomo,"4131 El Camino Way, Palo Alto",37.4138956,-122.1247961,9.8,12.7,21.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1247961,37.4138956?overview=false&steps=false&alternatives=false",OK
559,Palo Alto Advanced Dentists,4191,37.4111971,-122.1236951,10.0,13.2,21.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1236951,37.4111971?overview=false&steps=false&alternatives=false",OK
560,The Sea by Alexander's Steakhouse,"4269 West El Camino Real, Palo Alto, CA, 94306",37.40756,-122.120546,10.3,13.9,21.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.120546,37.40756?overview=false&steps=false&alternatives=false",OK
561,Amici,450 San Antonio Road,37.404492,-122.1119227,10.8,13.0,19.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1119227,37.404492?overview=false&steps=false&alternatives=false",OK
562,The Lux Beauty,"565 San Antonio Road, Mountain View, CA, 94040",37.4024283,-122.1116008,10.9,13.2,20.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1116008,37.4024283?overview=false&steps=false&alternatives=false",OK
563,Phở Vỉ Hoa,"4546 West El Camino Real, Los Altos, CA, 94022",37.401286,-122.114565,10.8,13.4,20.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.114565,37.401286?overview=false&steps=false&alternatives=false",OK
564,A Good Morning,"West El Camino Real, Los Altos, California, 94022 (reverse-geocoded approximate)",37.4013322,-122.1147054,10.8,13.4,20.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1147054,37.4013322?overview=false&steps=false&alternatives=false",OK
565,Esther's German Restaurant,"987 North San Antonio Road, Los Altos, CA, 94022",37.3999365,-122.1140227,10.9,13.6,20.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1140227,37.3999365?overview=false&steps=false&alternatives=false",OK
566,Emergency Animal Care,"601 Showers Drive, Mountain View, CA, 94040",37.4002146,-122.1087141,11.1,13.6,20.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1087141,37.4002146?overview=false&steps=false&alternatives=false",OK
567,D'Cache Beauty Salon,"Latham Street, Mountain View, California, 94039 (reverse-geocoded approximate)",37.3939787,-122.0954888,12.0,14.2,21.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0954888,37.3939787?overview=false&steps=false&alternatives=false",OK
568,Blades Styling,"3966 Middlefield Road, Palo Alto, CA, 94303",37.4187992,-122.1090486,10.3,12.3,18.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1090486,37.4187992?overview=false&steps=false&alternatives=false",OK
569,Nail Touch Beauty Salon,1020 North Rengstorff Avenue,37.4201274,-122.0960185,10.8,12.3,17.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0960185,37.4201274?overview=false&steps=false&alternatives=false",OK
570,Royal Beauty Salon,"1040 North Rengstorff Avenue, Mountain View, CA, 94043",37.4192939,-122.0957829,10.9,12.3,17.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0957829,37.4192939?overview=false&steps=false&alternatives=false",OK
571,Yardbird Equipment,"2532 Old Middlefield Way, Mountain View, 94043",37.4155817,-122.1009831,10.8,12.3,17.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1009831,37.4155817?overview=false&steps=false&alternatives=false",OK
572,Mercedes Benz Repair,2362 Old Middlefield Way,37.4150551,-122.0968379,11.0,12.7,18.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0968379,37.4150551?overview=false&steps=false&alternatives=false",OK
573,Beauty Salon Haircut,"580 North Rengstorff Avenue, Mountain View, 94043",37.4107653,-122.0939369,11.3,12.8,18.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0939369,37.4107653?overview=false&steps=false&alternatives=false",OK
574,Star Nail Spa,"580 North Rengstorff Avenue, Mountain View, 94043",37.4107371,-122.0938597,11.3,12.8,18.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0938597,37.4107371?overview=false&steps=false&alternatives=false",OK
575,Sushi Jin,"580 North Rengstorff Avenue, Mountain View, 94043",37.410709,-122.0937824,11.3,12.8,18.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0937824,37.410709?overview=false&steps=false&alternatives=false",OK
576,Bailey Beauty Salon,"570 North Shoreline Boulevard, Mountain View, CA, 94043",37.4025028,-122.0797345,12.3,13.8,19.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0797345,37.4025028?overview=false&steps=false&alternatives=false",OK
577,Dr. Yvette Tan Antonio Family Dentistry,327C Moffett Boulevard,37.3981102,-122.075364,12.6,14.1,20.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.075364,37.3981102?overview=false&steps=false&alternatives=false",OK
578,Ramen Izakaya Yu-Gen,"152 Castro Street, Mountain View, CA",37.394492,-122.0787802,12.6,14.6,21.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0787802,37.394492?overview=false&steps=false&alternatives=false",OK
579,Salon Finesse,732 Villa Street,37.393586,-122.078113,12.7,14.5,21.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.078113,37.393586?overview=false&steps=false&alternatives=false",OK
580,Center Tailoring & Alterations,257 Castro Street,37.3931001,-122.0792217,12.7,14.5,21.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0792217,37.3931001?overview=false&steps=false&alternatives=false",OK
581,Hong Kong Bakery and Cafe,"210 Castro Street, Mountain View, CA",37.3937487,-122.0792998,12.7,14.4,21.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0792998,37.3937487?overview=false&steps=false&alternatives=false",OK
582,Imagine Hair Salon,"857 Villa Street, Mountain View, CA, 94041",37.3939275,-122.07972,12.6,14.4,21.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.07972,37.3939275?overview=false&steps=false&alternatives=false",OK
583,Phở Tô Châu,853 Villa Street,37.3939064,-122.0796563,12.6,14.4,21.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0796563,37.3939064?overview=false&steps=false&alternatives=false",OK
584,Mervyn's Lounge,"236 Castro Street, Mountain View, CA",37.3935352,-122.0797536,12.6,14.5,21.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0797536,37.3935352?overview=false&steps=false&alternatives=false",OK
585,Taqueria Los Charros,854 West Dana Street,37.392923,-122.080372,12.6,14.5,21.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.080372,37.392923?overview=false&steps=false&alternatives=false",OK
586,Roger's DELI & DONUTS,"295 East Middlefield Road, Mountain View, CA, 94043",37.3970583,-122.059973,13.4,14.6,21.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.059973,37.3970583?overview=false&steps=false&alternatives=false",OK
587,Alpha Barbershop,"472 North Mathilda Avenue, Sunnyvale, CA, 94085",37.3882342,-122.029846,15.1,16.7,22.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.029846,37.3882342?overview=false&steps=false&alternatives=false",OK
588,Bagel Street Cafe,346 West Maude Avenue,37.3890294,-122.0297107,15.1,16.6,22.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0297107,37.3890294?overview=false&steps=false&alternatives=false",OK
589,Amazing Cuts,"613 West Tasman Drive, Sunnyvale, CA, 94089",37.4035758,-122.0092092,15.5,17.6,23.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0092092,37.4035758?overview=false&steps=false&alternatives=false",OK
590,Lakewood Dental Care,1153 Lawrence Expressway,37.3977738,-121.9969354,16.3,18.4,25.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9969354,37.3977738?overview=false&steps=false&alternatives=false",OK
591,Hunan Mifen Chinese Rice Noodles,1149 Lawrence Expressway,37.3976314,-121.996937,16.3,18.4,24.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.996937,37.3976314?overview=false&steps=false&alternatives=false",OK
592,Hi Nail Salon & Eyelash,"546 Lawrence Expressway, Sunnyvale, CA, 94085",37.3844782,-121.9952129,16.8,18.3,25.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9952129,37.3844782?overview=false&steps=false&alternatives=false",OK
593,HR Beauty Salon,"933 East Duane Avenue, Sunnyvale, CA, 94085",37.3892944,-122.003263,16.3,17.9,25.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.003263,37.3892944?overview=false&steps=false&alternatives=false",OK
594,Amakai,"4300 Great America Parkway, Santa Clara, California, 95054 (reverse-geocoded approximate)",37.3930896,-121.9774333,17.4,19.6,26.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9774333,37.3930896?overview=false&steps=false&alternatives=false",OK
595,New Camau,"3775 Lafayette Street, 95054",37.3881195,-121.9533071,18.8,21.0,27.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9533071,37.3881195?overview=false&steps=false&alternatives=false",OK
596,Easterly Hunan Cuisine,"3927 Rivermark Plaza, Santa Clara, CA, 95054",37.3946434,-121.9455169,18.9,21.3,28.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9455169,37.3946434?overview=false&steps=false&alternatives=false",OK
597,Mina's Korean BBQ,"3730 North 1st Street, San Jose, 95134",37.4107334,-121.9456979,18.5,21.2,28.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9456979,37.4107334?overview=false&steps=false&alternatives=false",OK
598,Vahl's Restaurant & cocktail,"1513 El Dorado Street, Alviso, CA, 95002",37.4258677,-121.977108,16.5,20.0,27.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.977108,37.4258677?overview=false&steps=false&alternatives=false",OK
599,Balentine Beauty Salon,"5876 Mowry School Road, Newark, CA, 94560",37.5194605,-121.9930008,14.7,20.2,29.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9930008,37.5194605?overview=false&steps=false&alternatives=false",OK
600,Peach Garden,"5862 Mowry School Road, Newark, CA, 94560",37.5196682,-121.9928473,14.7,20.2,29.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9928473,37.5196682?overview=false&steps=false&alternatives=false",OK
601,Tucker Method,"5268 Central Avenue, Fremont, CA, 94536",37.5407087,-122.016053,13.6,17.6,26.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.016053,37.5407087?overview=false&steps=false&alternatives=false",OK
602,Jade Palace Restaurant,"36601 Newark Boulevard, Newark, CA, 94560",37.5385148,-122.0336498,12.6,16.2,24.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0336498,37.5385148?overview=false&steps=false&alternatives=false",OK
603,Chopsticks Pho & Grill,"6180 Jarvis Avenue, Newark, CA, 94560",37.5486423,-122.0491187,11.9,15.1,23.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0491187,37.5486423?overview=false&steps=false&alternatives=false",OK
604,Los Gallos Taqueria,"6160 Jarvis Avenue, Newark, CA, 94560",37.5493611,-122.0496579,11.9,15.1,23.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0496579,37.5493611?overview=false&steps=false&alternatives=false",OK
605,Delicious Donuts,"34916 Newark Boulevard, Newark, CA, 94560",37.5516393,-122.0504855,11.9,14.9,22.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0504855,37.5516393?overview=false&steps=false&alternatives=false",OK
606,Dino's,"36930 Fremont Boulevard, Fremont, CA, 94536",37.5612165,-122.0121893,14.1,17.8,28.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0121893,37.5612165?overview=false&steps=false&alternatives=false",OK
607,Desi Cuts and Color Plus,34685 Alvarado-Niles Road,37.5862465,-122.0192579,14.3,17.9,27.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0192579,37.5862465?overview=false&steps=false&alternatives=false",OK
608,Mai's Kitchen,"34587 Alvarado-Niles Road, Union City, CA, 94587",37.5863598,-122.019843,14.3,18.0,27.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.019843,37.5863598?overview=false&steps=false&alternatives=false",OK
609,Kim's Hair Salon,34547 Alvarado-Niles Road,37.5864742,-122.020239,14.3,17.9,27.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.020239,37.5864742?overview=false&steps=false&alternatives=false",OK
610,Bar Bay Grill,"1784 Decoto Road, Union City, CA, 94587",37.5881451,-122.019523,14.3,18.0,28.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.019523,37.5881451?overview=false&steps=false&alternatives=false",OK
611,Parilya,"1680 Decoto Road, Union City, CA, 94587",37.589186,-122.0189564,14.4,18.0,28.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0189564,37.589186?overview=false&steps=false&alternatives=false",OK
612,"Family Dental Care - Romeo S. Bautista, D.M.D.","34399 Alvarado-Niles Road, Union City, CA, 94587",37.5870274,-122.0225605,14.2,17.9,28.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0225605,37.5870274?overview=false&steps=false&alternatives=false",OK
613,B & B Salon,"34324 Alvarado-Niles Road, Union City, 94587",37.5882248,-122.0232838,14.1,17.9,28.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0232838,37.5882248?overview=false&steps=false&alternatives=false",OK
614,Imagine Hair Beauty Salon,"1775 Decoto Road, Union City, CA, 94587",37.5893789,-122.0226798,14.2,18.0,28.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0226798,37.5893789?overview=false&steps=false&alternatives=false",OK
615,Che Lo,"1767 Decoto Road, Union City, CA, 94587",37.5895095,-122.022568,14.2,18.0,28.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.022568,37.5895095?overview=false&steps=false&alternatives=false",OK
616,Pinky's Nails and Spa,"1761 Decoto Road, Union City, CA, 94587",37.5895058,-122.0225037,14.2,18.0,28.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0225037,37.5895058?overview=false&steps=false&alternatives=false",OK
617,Family Dentistry - Dr. Tran & Associates,"1755 Decoto Road, Union City, CA, 94587",37.5895003,-122.0224559,14.2,18.0,28.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0224559,37.5895003?overview=false&steps=false&alternatives=false",OK
618,King Calamari,"32130 Alvarado Boulevard, Union City, CA, 94587",37.589903,-122.0679018,12.0,18.7,28.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0679018,37.589903?overview=false&steps=false&alternatives=false",OK
619,Cấm Hương Sandwiches,"32124 Alvarado Boulevard, Union City, CA, 94587",37.5899952,-122.0680592,12.0,18.7,28.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0680592,37.5899952?overview=false&steps=false&alternatives=false",OK
620,New York Pizza & Kabob,"32106 Alvarado Boulevard, Union City, CA, 94587",37.590238,-122.0685202,12.0,18.8,28.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0685202,37.590238?overview=false&steps=false&alternatives=false",OK
621,Lechon Manila,"32104 Alvarado Boulevard, Union City, CA, 94587",37.5902699,-122.0685819,12.0,18.8,28.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0685819,37.5902699?overview=false&steps=false&alternatives=false",OK
622,Dragon House,"31870 Alvarado Boulevard, Union City, CA, 94587",37.5909645,-122.0694908,12.0,18.8,28.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0694908,37.5909645?overview=false&steps=false&alternatives=false",OK
623,Phở Pasteur,"31860 Alvarado Boulevard, Union City, CA, 94587",37.5905314,-122.0701215,11.9,18.8,28.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0701215,37.5905314?overview=false&steps=false&alternatives=false",OK
624,Raja Sweets & Indian Cuisine,"31853 Alvarado Boulevard, Union City, CA, 94587",37.590001,-122.0712802,11.8,19.0,29.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0712802,37.590001?overview=false&steps=false&alternatives=false",OK
625,Maneki Sushi,"31810 Alvarado Boulevard, Fremont, CA, 94587",37.5916887,-122.0711248,11.9,18.9,29.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0711248,37.5916887?overview=false&steps=false&alternatives=false",OK
626,Zeny's Hair Salon,"3850 Smith Street, Union City, CA, 94587",37.5963758,-122.0780089,11.7,19.3,27.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0780089,37.5963758?overview=false&steps=false&alternatives=false",OK
627,Macs By Icky,"3900 Smith Street, Union City, CA, 94587",37.5963815,-122.0790784,11.7,19.3,27.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0790784,37.5963815?overview=false&steps=false&alternatives=false",OK
628,The Une Sandwich Factory,"3902 Smith Street, Union City, CA, 94587",37.5963827,-122.0791766,11.7,19.3,27.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0791766,37.5963827?overview=false&steps=false&alternatives=false",OK
629,Ocean Bar,"30980 Union Landing Boulevard, Union City, CA, 94587",37.6017498,-122.0695117,12.3,20.7,27.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0695117,37.6017498?overview=false&steps=false&alternatives=false",OK
630,Gerry's Grill and Bar,"31005 Courthouse Drive, Union City, CA, 94587",37.6029352,-122.0676295,12.5,20.7,27.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0676295,37.6029352?overview=false&steps=false&alternatives=false",OK
631,Tacos Uruapan,"29950 Huntwood Avenue, Hayward, 94544",37.6220847,-122.0569535,13.7,20.8,28.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0569535,37.6220847?overview=false&steps=false&alternatives=false",OK
632,Blue Ginger Indian Restaurant,"28565 Hesperian Boulevard, Hayward, CA, 94545",37.6140307,-122.0878936,12.0,17.9,25.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0878936,37.6140307?overview=false&steps=false&alternatives=false",OK
633,pho ty II,"27461 Hesperian Boulevard, Hayward",37.6296653,-122.0972133,12.3,17.1,23.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0972133,37.6296653?overview=false&steps=false&alternatives=false",OK
634,Bamboo Steamer,"24297 Hesperian Boulevard, Hayward, CA, 94545",37.6506278,-122.1092341,12.9,17.8,23.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1092341,37.6506278?overview=false&steps=false&alternatives=false",OK
635,Kennedy Snack Shop,"19501 Hesperian Boulevard, San Lorenzo, California, 94580 (reverse-geocoded approximate)",37.6686583,-122.1213788,13.5,19.7,27.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1213788,37.6686583?overview=false&steps=false&alternatives=false",OK
636,Sivan's Cafe,"766 A Street, Hayward, CA, 94541",37.6725318,-122.0867042,14.9,19.7,28.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0867042,37.6725318?overview=false&steps=false&alternatives=false",OK
637,Pistons Car Care Center,22484 Mission Boulevard,37.6734577,-122.0851009,15.0,19.9,28.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0851009,37.6734577?overview=false&steps=false&alternatives=false",OK
638,Dumpling Kitchen Express,"3295 Castro Valley Boulevard, Castro Valley, CA, 94546",37.6951816,-122.0786144,16.4,21.5,31.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0786144,37.6951816?overview=false&steps=false&alternatives=false",OK
639,Beijing Bowl,"14400 Washington Avenue, 94578",37.7014906,-122.1404355,14.9,22.3,29.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1404355,37.7014906?overview=false&steps=false&alternatives=false",OK
640,Ming's Donuts,"13996 Doolittle Drive, San Leandro, CA, 94577",37.6985223,-122.1757086,14.0,25.1,33.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1757086,37.6985223?overview=false&steps=false&alternatives=false",OK
641,Tiptop Hair & Nails,"2254 Marina Boulevard, San Leandro, CA, 94577",37.704167,-122.1805447,14.3,24.7,32.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1805447,37.704167?overview=false&steps=false&alternatives=false",OK
642,Emil Villa's Hickory Pit,"1800 East 14th Street, San Leandro, CA, 94577",37.7211487,-122.1502667,16.0,23.9,32.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1502667,37.7211487?overview=false&steps=false&alternatives=false",OK
643,Z Nail Spa,"1698 Washington Avenue, San Leandro, CA, 94577",37.7212397,-122.1537736,15.9,24.1,32.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1537736,37.7212397?overview=false&steps=false&alternatives=false",OK
644,Stylist Hair Salon,"162 Parrott Street, San Leandro, CA, 94577",37.7223355,-122.1540734,16.0,24.1,32.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1540734,37.7223355?overview=false&steps=false&alternatives=false",OK
645,Amaazing Hair and Nail,"187 Pelton Center Way, San Leandro, CA, 94577",37.7227014,-122.1545143,16.0,24.2,32.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1545143,37.7227014?overview=false&steps=false&alternatives=false",OK
