Route stop,Business,Address,Latitude,Longitude,Straight-line miles from San Carlos,OSRM road miles from San Carlos,OSRM drive minutes from San Carlos,Within 90 minute drive,OSRM query,Audit status
113,Hillside Laundromat,3451 22nd Street,37.7549914,-122.4244093,19.3,23.2,33.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4244093,37.7549914?overview=false&steps=false&alternatives=false",OK
114,Dumpling Kitchen,"3913 24th Street, San Francisco, CA, 94114",37.7514343,-122.4300466,19.3,24.3,33.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4300466,37.7514343?overview=false&steps=false&alternatives=false",OK
115,Noe Bagels,"3933 24th Street, San Francisco, CA, 94114",37.7514169,-122.4304545,19.3,24.3,33.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4304545,37.7514169?overview=false&steps=false&alternatives=false",OK
116,Of Barbers and Bears,"4137 1/2 24th Street, San Francisco",37.7511524,-122.4349444,19.4,24.6,34.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4349444,37.7511524?overview=false&steps=false&alternatives=false",OK
117,Choice Yakiniku,"5214A Diamond Heights Boulevard, San Francisco, CA, 94131",37.7438558,-122.4400485,19.1,23.9,33.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4400485,37.7438558?overview=false&steps=false&alternatives=false",OK
118,May Lee's Restaurant,"1256 7th Avenue, San Francisco, CA, 94122",37.7648891,-122.4640891,21.0,25.3,37.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4640891,37.7648891?overview=false&steps=false&alternatives=false",OK
119,Tun Beauty Salon,"1373 7th Avenue, San Francisco, CA, 94122",37.7628276,-122.4642726,20.9,25.2,36.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4642726,37.7628276?overview=false&steps=false&alternatives=false",OK
120,Sensi Nails,"338 Judah Street, CA, 94122",37.7623223,-122.4658648,20.9,25.2,37.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4658648,37.7623223?overview=false&steps=false&alternatives=false",OK
121,Hing Wang Bakery,"339 Judah Street, San Francisco, CA, 94122",37.7620626,-122.4658483,20.9,25.2,37.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4658483,37.7620626?overview=false&steps=false&alternatives=false",OK
122,Green Spa & Nail,"Judah Street, San Francisco, California, 94122 (reverse-geocoded approximate)",37.7620506,-122.4659849,20.9,25.1,37.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4659849,37.7620506?overview=false&steps=false&alternatives=false",OK
123,Gentle Nail Salon,1414 9th Avenue,37.7618063,-122.4660339,20.9,25.0,36.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4660339,37.7618063?overview=false&steps=false&alternatives=false",OK
124,Jenny's Hair Salon,1235 Noriega Street,37.7541049,-122.4770578,20.8,24.4,36.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4770578,37.7541049?overview=false&steps=false&alternatives=false",OK
125,Be Salon,"1306 Noriega Street, San Francisco, CA, 94122",37.7543089,-122.4777675,20.8,24.5,36.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4777675,37.7543089?overview=false&steps=false&alternatives=false",OK
126,SF Nail Spa,"1324 Noriega Street, San Francisco, CA, 94122",37.754302,-122.4780891,20.8,24.5,36.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4780891,37.754302?overview=false&steps=false&alternatives=false",OK
127,Noodle Stop,"1325 Noriega Street, San Francisco, CA, 94122",37.7540509,-122.4780344,20.8,24.5,36.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4780344,37.7540509?overview=false&steps=false&alternatives=false",OK
128,Thái Nghiệp Ký Mì Gia,1427 Noriega Street,37.7539869,-122.4791068,20.8,24.5,36.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4791068,37.7539869?overview=false&steps=false&alternatives=false",OK
129,Neon Shade,1500 Noriega Street,37.7542328,-122.4799109,20.9,24.6,37.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4799109,37.7542328?overview=false&steps=false&alternatives=false",OK
130,Top Design Beauty Salon,"1551 Noriega Street, San Francisco, CA, 94122",37.7539093,-122.4806071,20.9,24.6,37.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4806071,37.7539093?overview=false&steps=false&alternatives=false",OK
131,C & W Tailoring,1622 Noriega Street,37.7542013,-122.4812865,20.9,24.7,37.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4812865,37.7542013?overview=false&steps=false&alternatives=false",OK
132,Top Design Beauty Salon,1836 Lawton Street,37.7578314,-122.4827523,21.2,25.0,38.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4827523,37.7578314?overview=false&steps=false&alternatives=false",OK
133,City Cuts,"2324 Irving Street, San Francisco, CA, 94122",37.7634318,-122.4829824,21.5,25.3,39.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4829824,37.7634318?overview=false&steps=false&alternatives=false",OK
134,All Bay Properties,1313 24th Avenue,37.7629705,-122.4826183,21.4,25.3,39.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4826183,37.7629705?overview=false&steps=false&alternatives=false",OK
135,Sunny WheatField Cafe,"2305 Irving Street, San Francisco, CA, 94122",37.7631893,-122.4826826,21.5,25.3,39.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4826826,37.7631893?overview=false&steps=false&alternatives=false",OK
136,Happy Bakery / Dim Sum To Go,"2249;2253 Irving Street, San Francisco, CA, 94122",37.7632091,-122.4822785,21.5,25.3,38.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4822785,37.7632091?overview=false&steps=false&alternatives=false",OK
137,Bon Beauty Salon,"2230 Irving Street, San Francisco, CA, 94122",37.7634751,-122.4820438,21.5,25.3,38.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4820438,37.7634751?overview=false&steps=false&alternatives=false",OK
138,Steam Rice Roll King,"2228 Irving Street, San Francisco, CA, 94122",37.7634753,-122.4820015,21.5,25.3,38.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4820015,37.7634753?overview=false&steps=false&alternatives=false",OK
139,Guangdong Barbecue Restaurant,"2191 Irving Street, San Francisco, CA, 94122",37.763245,-122.4812586,21.4,25.3,38.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4812586,37.763245?overview=false&steps=false&alternatives=false",OK
140,Quê Huong Vietnamese Deli,"2138 Irving Street, San Francisco, CA, 94122",37.7635185,-122.4810221,21.4,25.2,38.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4810221,37.7635185?overview=false&steps=false&alternatives=false",OK
141,Salon de Hong Kong,"2100 Irving Street, San Francisco, CA, 94122",37.7635413,-122.4805197,21.4,25.2,38.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4805197,37.7635413?overview=false&steps=false&alternatives=false",OK
142,Modern Design Salon,"2027 Irving Street, San Francisco, CA, 94122",37.7632978,-122.4797892,21.4,25.2,38.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4797892,37.7632978?overview=false&steps=false&alternatives=false",OK
143,Salon 828,"2004 Irving Street, San Francisco, CA, 94122",37.7635863,-122.4797009,21.4,25.2,38.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4797009,37.7635863?overview=false&steps=false&alternatives=false",OK
144,"Randall W. Tom, DDS","1268 20th Avenue, San Francisco, CA, 94122",37.7641638,-122.4779999,21.4,25.1,38.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4779999,37.7641638?overview=false&steps=false&alternatives=false",OK
145,PPQ (Phở Phú Quốc) Beef Noodle House,"1816 Irving Street, San Francisco, CA, 94122",37.7636862,-122.4775778,21.3,25.0,37.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4775778,37.7636862?overview=false&steps=false&alternatives=false",OK
146,TopCuts,"1642A Irving Street, San Francisco, CA, 94122",37.763761,-122.47576,21.3,25.0,37.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.47576,37.763761?overview=false&steps=false&alternatives=false",OK
147,T T Nail Spa Waxing,"1654 Irving Street, San Francisco, CA, 94122",37.7637532,-122.4759346,21.3,25.0,37.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4759346,37.7637532?overview=false&steps=false&alternatives=false",OK
148,Unique Beauty,"1648A Irving Street, San Francisco, CA, 94122",37.7637545,-122.4758474,21.3,25.0,37.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4758474,37.7637545?overview=false&steps=false&alternatives=false",OK
149,Lola Milo Salon,"1645 Irving Street, San Francisco, CA, 94122",37.7634944,-122.4757936,21.3,25.0,37.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4757936,37.7634944?overview=false&steps=false&alternatives=false",OK
150,Carol Yee Insurance Agency,"1629 Irving Street, San Francisco, CA, 94122",37.7635173,-122.475548,21.3,25.0,37.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.475548,37.7635173?overview=false&steps=false&alternatives=false",OK
151,Yoma Cafe,"1518 Irving Street, San Francisco, CA, 94122",37.7638146,-122.4743212,21.2,25.1,37.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4743212,37.7638146?overview=false&steps=false&alternatives=false",OK
152,Friendly Cuts,"1505 Irving Street, San Francisco, CA, 94122",37.7635692,-122.47412,21.2,25.1,37.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.47412,37.7635692?overview=false&steps=false&alternatives=false",OK
153,Mai Ling Hair Design,"1112 Irving Street, San Francisco, CA, 94122",37.764022,-122.4698828,21.1,25.4,38.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4698828,37.764022?overview=false&steps=false&alternatives=false",OK
154,Irving Subs and Cheese Shop,"1298 12th Avenue, San Francisco, CA, 94122",37.7640524,-122.4694092,21.1,25.4,38.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4694092,37.7640524?overview=false&steps=false&alternatives=false",OK
155,Ben Salon,"1098 Irving Street, San Francisco, CA, 94122",37.7640518,-122.4693609,21.1,25.4,38.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4693609,37.7640518?overview=false&steps=false&alternatives=false",OK
156,Yummy Yummy,"1015 Irving Street, San Francisco, CA, 94122",37.7638036,-122.4688082,21.1,25.3,38.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4688082,37.7638036?overview=false&steps=false&alternatives=false",OK
157,Social Cleaning Laundromat,"1001 Irving Street, San Francisco, CA, 94122",37.7638103,-122.4686105,21.1,25.3,37.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4686105,37.7638103?overview=false&steps=false&alternatives=false",OK
158,High Touch Nail Salon,"954 Irving Street, San Francisco, CA, 94122",37.7641163,-122.4683074,21.1,25.3,37.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4683074,37.7641163?overview=false&steps=false&alternatives=false",OK
159,Avenue Dental,"926 Irving Street, San Francisco, CA, 94122",37.7641311,-122.467963,21.1,25.5,37.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.467963,37.7641311?overview=false&steps=false&alternatives=false",OK
160,Accent on Beauty,"924 Irving Street, San Francisco, CA, 94122",37.7641321,-122.4679281,21.1,25.5,37.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4679281,37.7641321?overview=false&steps=false&alternatives=false",OK
161,New Eritrean Restaurant & Bar,"907 Irving Street, San Francisco, CA, 94122",37.7638519,-122.4676653,21.0,25.4,37.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4676653,37.7638519?overview=false&steps=false&alternatives=false",OK
162,Qing Shu,"816 Irving Street, San Francisco, CA, 94122",37.7641546,-122.4667066,21.0,25.4,37.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4667066,37.7641546?overview=false&steps=false&alternatives=false",OK
163,Yancy's Saloon,"734 Irving Street, San Francisco, 94122",37.7641987,-122.4658639,21.0,25.3,37.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4658639,37.7641987?overview=false&steps=false&alternatives=false",OK
164,Street Taco,"712 Irving Street, San Francisco, 94122",37.7642134,-122.4655911,21.0,25.3,37.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4655911,37.7642134?overview=false&steps=false&alternatives=false",OK
165,Pasquale's,"700 Irving Street, San Francisco, 94122",37.7642173,-122.4654694,21.0,25.3,37.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4654694,37.7642173?overview=false&steps=false&alternatives=false",OK
166,Banh Mi Crunch,646 Irving Street,37.7642461,-122.4649739,21.0,25.3,37.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4649739,37.7642461?overview=false&steps=false&alternatives=false",OK
167,Salon J,"634 Irving Street, San Francisco, 94122",37.7642479,-122.4648461,21.0,25.3,37.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4648461,37.7642479?overview=false&steps=false&alternatives=false",OK
168,Mike's Union Auto Service,"1311 7th Avenue, San Francisco, CA, 94122",37.7638477,-122.4644828,21.0,25.2,36.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4644828,37.7638477?overview=false&steps=false&alternatives=false",OK
169,Daily Beauty Supply & Salon,"605 Irving Street, San Francisco, CA, 94122",37.7639957,-122.4644616,21.0,25.3,37.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4644616,37.7639957?overview=false&steps=false&alternatives=false",OK
170,Lisa's Lash,600 Irving Street,37.764253,-122.4642883,21.0,25.3,36.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4642883,37.764253?overview=false&steps=false&alternatives=false",OK
171,The Yellow Submarine,"503 Irving Street, San Francisco, 94122",37.7640431,-122.4632721,20.9,25.3,37.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4632721,37.7640431?overview=false&steps=false&alternatives=false",OK
172,Hugo Street Launderette,"215 Hugo Street, San Francisco, CA, 94122",37.7651459,-122.4603819,20.9,25.5,37.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4603819,37.7651459?overview=false&steps=false&alternatives=false",OK
173,Cole Valley Nail Salon,"510 1/2 Frederick Street, San Francisco, CA, 94117",37.7664511,-122.4533169,20.8,25.9,37.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4533169,37.7664511?overview=false&steps=false&alternatives=false",OK
174,Barrera's Cocina Mexicana,"900 Stanyan Street, San Francisco, CA, 94117-3807",37.7662947,-122.4528159,20.8,25.9,37.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4528159,37.7662947?overview=false&steps=false&alternatives=false",OK
175,Deluxe Lavender Nail Spa,"113 Carl Street, San Francisco, CA, 94117",37.7656488,-122.4503419,20.7,25.8,37.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4503419,37.7656488?overview=false&steps=false&alternatives=false",OK
176,Four Seasons Nails & Tanning,"2076 Hayes Street, San Francisco, CA, 94117",37.7734832,-122.450582,21.1,25.9,37.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.450582,37.7734832?overview=false&steps=false&alternatives=false",OK
177,The Coffee Lama,"1300 Haight Street, San Francisco, CA, 94117",37.7705255,-122.4438036,20.8,25.5,35.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4438036,37.7705255?overview=false&steps=false&alternatives=false",OK
178,Bruno Hair Design,"597 Castro Street, 94114",37.759446,-122.4347233,19.9,25.1,35.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4347233,37.759446?overview=false&steps=false&alternatives=false",OK
179,Dumpling Kitchen,"544 Castro Street, San Francisco, CA, 94114",37.7601489,-122.435121,19.9,25.3,35.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.435121,37.7601489?overview=false&steps=false&alternatives=false",OK
180,Citizen Clothing,"489 Castro Street, 94114",37.7612362,-122.434895,20.0,25.3,35.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.434895,37.7612362?overview=false&steps=false&alternatives=false",OK
181,Lisa Hair Design,"421 Castro Street, 94114",37.7621599,-122.434983,20.0,24.9,35.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.434983,37.7621599?overview=false&steps=false&alternatives=false",OK
182,Warakubune Sushi,301 Church Street,37.765944,-122.4286549,20.1,24.8,34.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4286549,37.765944?overview=false&steps=false&alternatives=false",OK
183,Eiji,"317 Sanchez Street, San Francisco, CA, 94114",37.7640662,-122.4307277,20.0,24.9,34.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4307277,37.7640662?overview=false&steps=false&alternatives=false",OK
