Segment,Stops,Origin,Destination,Google Maps driving link,OSRM road miles,OSRM drive minutes,OSRM route URL
1,1-10,"37.5072,-122.2605","37.5646974,-122.3219748",https://www.google.com/maps/dir/?api=1&origin=37.5072%2C-122.2605&destination=37.5646974%2C-122.3219748&waypoints=37.5144279%2C-122.2691135%7C37.518053%2C-122.275614%7C37.5628984%2C-122.2502911%7C37.5237877%2C-122.274092%7C37.5284952%2C-122.2859019%7C37.5438614%2C-122.3064653%7C37.5451128%2C-122.3061123%7C37.5532804%2C-122.3050121%7C37.5539739%2C-122.312981&travelmode=driving,18.9,44,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2691135,37.5144279;-122.275614,37.518053;-122.2502911,37.5628984;-122.274092,37.5237877;-122.2859019,37.5284952;-122.3064653,37.5438614;-122.3061123,37.5451128;-122.3050121,37.5532804;-122.312981,37.5539739;-122.3219748,37.5646974?overview=false&steps=false&continue_straight=false"
2,11-20,"37.5646974,-122.3219748","37.6551075,-122.4091947",https://www.google.com/maps/dir/?api=1&origin=37.5646974%2C-122.3219748&destination=37.6551075%2C-122.4091947&waypoints=37.5659393%2C-122.3234816%7C37.5723178%2C-122.3163165%7C37.5780281%2C-122.3486815%7C37.6002603%2C-122.390826%7C37.6005394%2C-122.3915748%7C37.6009978%2C-122.3909078%7C37.6310442%2C-122.4107516%7C37.655051%2C-122.4107666%7C37.6552002%2C-122.4096955&travelmode=driving,11.7,28,"https://router.project-osrm.org/route/v1/driving/-122.3219748,37.5646974;-122.3234816,37.5659393;-122.3163165,37.5723178;-122.3486815,37.5780281;-122.390826,37.6002603;-122.3915748,37.6005394;-122.3909078,37.6009978;-122.4107516,37.6310442;-122.4107666,37.655051;-122.4096955,37.6552002;-122.4091947,37.6551075?overview=false&steps=false&continue_straight=false"
3,21-30,"37.6551075,-122.4091947","37.7136562,-122.4441007",https://www.google.com/maps/dir/?api=1&origin=37.6551075%2C-122.4091947&destination=37.7136562%2C-122.4441007&waypoints=37.6833547%2C-122.4033116%7C37.6854351%2C-122.4002165%7C37.713618%2C-122.4299824%7C37.7163215%2C-122.4404988%7C37.7160773%2C-122.4407289%7C37.7170081%2C-122.4404279%7C37.7171111%2C-122.4403547%7C37.7172864%2C-122.4401841%7C37.7145798%2C-122.442863&travelmode=driving,8.0,19,"https://router.project-osrm.org/route/v1/driving/-122.4091947,37.6551075;-122.4033116,37.6833547;-122.4002165,37.6854351;-122.4299824,37.713618;-122.4404988,37.7163215;-122.4407289,37.7160773;-122.4404279,37.7170081;-122.4403547,37.7171111;-122.4401841,37.7172864;-122.442863,37.7145798;-122.4441007,37.7136562?overview=false&steps=false&continue_straight=false"
4,31-40,"37.7136562,-122.4441007","37.72434,-122.4574685",https://www.google.com/maps/dir/?api=1&origin=37.7136562%2C-122.4441007&destination=37.72434%2C-122.4574685&waypoints=37.7132683%2C-122.4513388%7C37.712664%2C-122.4520431%7C37.7077001%2C-122.4553949%7C37.7103138%2C-122.467809%7C37.7176073%2C-122.4738585%7C37.7253385%2C-122.4628871%7C37.7249595%2C-122.460229%7C37.7248846%2C-122.4601039%7C37.7243749%2C-122.457672&travelmode=driving,5.6,22,"https://router.project-osrm.org/route/v1/driving/-122.4441007,37.7136562;-122.4513388,37.7132683;-122.4520431,37.712664;-122.4553949,37.7077001;-122.467809,37.7103138;-122.4738585,37.7176073;-122.4628871,37.7253385;-122.460229,37.7249595;-122.4601039,37.7248846;-122.457672,37.7243749;-122.4574685,37.72434?overview=false&steps=false&continue_straight=false"
5,41-50,"37.72434,-122.4574685","37.7337422,-122.4339474",https://www.google.com/maps/dir/?api=1&origin=37.72434%2C-122.4574685&destination=37.7337422%2C-122.4339474&waypoints=37.7241451%2C-122.456606%7C37.7285658%2C-122.4405424%7C37.7248407%2C-122.4345033%7C37.7238039%2C-122.4331839%7C37.7230685%2C-122.4355877%7C37.7228954%2C-122.4357299%7C37.7228625%2C-122.4356598%7C37.7236495%2C-122.4360268%7C37.7221303%2C-122.4369831&travelmode=driving,3.8,13,"https://router.project-osrm.org/route/v1/driving/-122.4574685,37.72434;-122.456606,37.7241451;-122.4405424,37.7285658;-122.4345033,37.7248407;-122.4331839,37.7238039;-122.4355877,37.7230685;-122.4357299,37.7228954;-122.4356598,37.7228625;-122.4360268,37.7236495;-122.4369831,37.7221303;-122.4339474,37.7337422?overview=false&steps=false&continue_straight=false"
6,51-60,"37.7337422,-122.4339474","37.7537035,-122.4194101",https://www.google.com/maps/dir/?api=1&origin=37.7337422%2C-122.4339474&destination=37.7537035%2C-122.4194101&waypoints=37.7344141%2C-122.4336868%7C37.7438558%2C-122.4400485%7C37.7511524%2C-122.4349444%7C37.7514169%2C-122.4304545%7C37.7514343%2C-122.4300466%7C37.7549914%2C-122.4244093%7C37.7552263%2C-122.4206951%7C37.7546061%2C-122.418545%7C37.7537155%2C-122.4192503&travelmode=driving,3.4,13,"https://router.project-osrm.org/route/v1/driving/-122.4339474,37.7337422;-122.4336868,37.7344141;-122.4400485,37.7438558;-122.4349444,37.7511524;-122.4304545,37.7514169;-122.4300466,37.7514343;-122.4244093,37.7549914;-122.4206951,37.7552263;-122.418545,37.7546061;-122.4192503,37.7537155;-122.4194101,37.7537035?overview=false&steps=false&continue_straight=false"
7,61-70,"37.7537035,-122.4194101","37.7528837,-122.4095057",https://www.google.com/maps/dir/?api=1&origin=37.7537035%2C-122.4194101&destination=37.7528837%2C-122.4095057&waypoints=37.7534917%2C-122.4184106%7C37.7524447%2C-122.4166827%7C37.7524827%2C-122.4161477%7C37.7524894%2C-122.415943%7C37.7524149%2C-122.4139425%7C37.7527694%2C-122.4123095%7C37.7526088%2C-122.4107754%7C37.7526227%2C-122.4104911%7C37.7528599%2C-122.4097129&travelmode=driving,0.7,3,"https://router.project-osrm.org/route/v1/driving/-122.4194101,37.7537035;-122.4184106,37.7534917;-122.4166827,37.7524447;-122.4161477,37.7524827;-122.415943,37.7524894;-122.4139425,37.7524149;-122.4123095,37.7527694;-122.4107754,37.7526088;-122.4104911,37.7526227;-122.4097129,37.7528599;-122.4095057,37.7528837?overview=false&steps=false&continue_straight=false"
8,71-80,"37.7528837,-122.4095057","37.7458729,-122.4195471",https://www.google.com/maps/dir/?api=1&origin=37.7528837%2C-122.4095057&destination=37.7458729%2C-122.4195471&waypoints=37.7508668%2C-122.4162912%7C37.7512446%2C-122.4181975%7C37.7515184%2C-122.4182266%7C37.7507774%2C-122.4184591%7C37.7507165%2C-122.4187507%7C37.7499624%2C-122.4180749%7C37.7484001%2C-122.4179396%7C37.747125%2C-122.418745%7C37.7463714%2C-122.4195588&travelmode=driving,1.3,5,"https://router.project-osrm.org/route/v1/driving/-122.4095057,37.7528837;-122.4162912,37.7508668;-122.4181975,37.7512446;-122.4182266,37.7515184;-122.4184591,37.7507774;-122.4187507,37.7507165;-122.4180749,37.7499624;-122.4179396,37.7484001;-122.418745,37.747125;-122.4195588,37.7463714;-122.4195471,37.7458729?overview=false&steps=false&continue_straight=false"
9,81-90,"37.7458729,-122.4195471","37.7590584,-122.4189511",https://www.google.com/maps/dir/?api=1&origin=37.7458729%2C-122.4195471&destination=37.7590584%2C-122.4189511&waypoints=37.7453358%2C-122.4198917%7C37.7453753%2C-122.4202222%7C37.7501192%2C-122.4201265%7C37.7522237%2C-122.4203687%7C37.7522296%2C-122.4202774%7C37.7554153%2C-122.4175471%7C37.7554244%2C-122.4174517%7C37.7580398%2C-122.4191698%7C37.7585218%2C-122.4195545&travelmode=driving,1.5,7,"https://router.project-osrm.org/route/v1/driving/-122.4195471,37.7458729;-122.4198917,37.7453358;-122.4202222,37.7453753;-122.4201265,37.7501192;-122.4203687,37.7522237;-122.4202774,37.7522296;-122.4175471,37.7554153;-122.4174517,37.7554244;-122.4191698,37.7580398;-122.4195545,37.7585218;-122.4189511,37.7590584?overview=false&steps=false&continue_straight=false"
10,91-100,"37.7590584,-122.4189511","37.7598361,-122.4235009",https://www.google.com/maps/dir/?api=1&origin=37.7590584%2C-122.4189511&destination=37.7598361%2C-122.4235009&waypoints=37.7591137%2C-122.4189578%7C37.7589098%2C-122.4172628%7C37.7606887%2C-122.4191066%7C37.7608708%2C-122.4191191%7C37.762516%2C-122.4196106%7C37.7637916%2C-122.4216261%7C37.7648125%2C-122.4214001%7C37.7648565%2C-122.4249358%7C37.7630225%2C-122.4241568&travelmode=driving,2.1,8,"https://router.project-osrm.org/route/v1/driving/-122.4189511,37.7590584;-122.4189578,37.7591137;-122.4172628,37.7589098;-122.4191066,37.7606887;-122.4191191,37.7608708;-122.4196106,37.762516;-122.4216261,37.7637916;-122.4214001,37.7648125;-122.4249358,37.7648565;-122.4241568,37.7630225;-122.4235009,37.7598361?overview=false&steps=false&continue_straight=false"
11,101-110,"37.7598361,-122.4235009","37.7777285,-122.4247169",https://www.google.com/maps/dir/?api=1&origin=37.7598361%2C-122.4235009&destination=37.7777285%2C-122.4247169&waypoints=37.7575151%2C-122.4210482%7C37.7604101%2C-122.4146785%7C37.7622039%2C-122.4151815%7C37.7650523%2C-122.4176658%7C37.7650409%2C-122.41783%7C37.768305%2C-122.417625%7C37.7732563%2C-122.4181114%7C37.7752166%2C-122.4195185%7C37.7772783%2C-122.4232119&travelmode=driving,3.4,13,"https://router.project-osrm.org/route/v1/driving/-122.4235009,37.7598361;-122.4210482,37.7575151;-122.4146785,37.7604101;-122.4151815,37.7622039;-122.4176658,37.7650523;-122.41783,37.7650409;-122.417625,37.768305;-122.4181114,37.7732563;-122.4195185,37.7752166;-122.4232119,37.7772783;-122.4247169,37.7777285?overview=false&steps=false&continue_straight=false"
12,111-120,"37.7777285,-122.4247169","37.7640662,-122.4307277",https://www.google.com/maps/dir/?api=1&origin=37.7777285%2C-122.4247169&destination=37.7640662%2C-122.4307277&waypoints=37.7721282%2C-122.4227728%7C37.7709155%2C-122.4242772%7C37.7718576%2C-122.4305285%7C37.7719701%2C-122.4307952%7C37.771936%2C-122.4310206%7C37.7691858%2C-122.4317362%7C37.7677974%2C-122.4295075%7C37.7662917%2C-122.4308181%7C37.7656605%2C-122.4308624&travelmode=driving,3.2,12,"https://router.project-osrm.org/route/v1/driving/-122.4247169,37.7777285;-122.4227728,37.7721282;-122.4242772,37.7709155;-122.4305285,37.7718576;-122.4307952,37.7719701;-122.4310206,37.771936;-122.4317362,37.7691858;-122.4295075,37.7677974;-122.4308181,37.7662917;-122.4308624,37.7656605;-122.4307277,37.7640662?overview=false&steps=false&continue_straight=false"
13,121-130,"37.7640662,-122.4307277","37.7656488,-122.4503419",https://www.google.com/maps/dir/?api=1&origin=37.7640662%2C-122.4307277&destination=37.7656488%2C-122.4503419&waypoints=37.765944%2C-122.4286549%7C37.7621599%2C-122.434983%7C37.7612362%2C-122.434895%7C37.7601489%2C-122.435121%7C37.759446%2C-122.4347233%7C37.7705255%2C-122.4438036%7C37.7734832%2C-122.450582%7C37.7664511%2C-122.4533169%7C37.7662947%2C-122.4528159&travelmode=driving,3.9,13,"https://router.project-osrm.org/route/v1/driving/-122.4307277,37.7640662;-122.4286549,37.765944;-122.434983,37.7621599;-122.434895,37.7612362;-122.435121,37.7601489;-122.4347233,37.759446;-122.4438036,37.7705255;-122.450582,37.7734832;-122.4533169,37.7664511;-122.4528159,37.7662947;-122.4503419,37.7656488?overview=false&steps=false&continue_straight=false"
14,131-140,"37.7656488,-122.4503419","37.7641987,-122.4658639",https://www.google.com/maps/dir/?api=1&origin=37.7656488%2C-122.4503419&destination=37.7641987%2C-122.4658639&waypoints=37.7651459%2C-122.4603819%7C37.7640431%2C-122.4632721%7C37.764253%2C-122.4642883%7C37.7639957%2C-122.4644616%7C37.7638477%2C-122.4644828%7C37.7642479%2C-122.4648461%7C37.7642461%2C-122.4649739%7C37.7642173%2C-122.4654694%7C37.7642134%2C-122.4655911&travelmode=driving,1.2,4,"https://router.project-osrm.org/route/v1/driving/-122.4503419,37.7656488;-122.4603819,37.7651459;-122.4632721,37.7640431;-122.4642883,37.764253;-122.4644616,37.7639957;-122.4644828,37.7638477;-122.4648461,37.7642479;-122.4649739,37.7642461;-122.4654694,37.7642173;-122.4655911,37.7642134;-122.4658639,37.7641987?overview=false&steps=false&continue_straight=false"
15,141-150,"37.7641987,-122.4658639","37.764022,-122.4698828",https://www.google.com/maps/dir/?api=1&origin=37.7641987%2C-122.4658639&destination=37.764022%2C-122.4698828&waypoints=37.7641546%2C-122.4667066%7C37.7638519%2C-122.4676653%7C37.7641321%2C-122.4679281%7C37.7641311%2C-122.467963%7C37.7641163%2C-122.4683074%7C37.7638103%2C-122.4686105%7C37.7638036%2C-122.4688082%7C37.7640518%2C-122.4693609%7C37.7640524%2C-122.4694092&travelmode=driving,0.3,1,"https://router.project-osrm.org/route/v1/driving/-122.4658639,37.7641987;-122.4667066,37.7641546;-122.4676653,37.7638519;-122.4679281,37.7641321;-122.467963,37.7641311;-122.4683074,37.7641163;-122.4686105,37.7638103;-122.4688082,37.7638036;-122.4693609,37.7640518;-122.4694092,37.7640524;-122.4698828,37.764022?overview=false&steps=false&continue_straight=false"
16,151-160,"37.764022,-122.4698828","37.7635863,-122.4797009",https://www.google.com/maps/dir/?api=1&origin=37.764022%2C-122.4698828&destination=37.7635863%2C-122.4797009&waypoints=37.7635692%2C-122.47412%7C37.7638146%2C-122.4743212%7C37.7635173%2C-122.475548%7C37.7634944%2C-122.4757936%7C37.7637545%2C-122.4758474%7C37.7637532%2C-122.4759346%7C37.763761%2C-122.47576%7C37.7636862%2C-122.4775778%7C37.7641638%2C-122.4779999&travelmode=driving,0.7,3,"https://router.project-osrm.org/route/v1/driving/-122.4698828,37.764022;-122.47412,37.7635692;-122.4743212,37.7638146;-122.475548,37.7635173;-122.4757936,37.7634944;-122.4758474,37.7637545;-122.4759346,37.7637532;-122.47576,37.763761;-122.4775778,37.7636862;-122.4779999,37.7641638;-122.4797009,37.7635863?overview=false&steps=false&continue_straight=false"
17,161-170,"37.7635863,-122.4797009","37.7634318,-122.4829824",https://www.google.com/maps/dir/?api=1&origin=37.7635863%2C-122.4797009&destination=37.7634318%2C-122.4829824&waypoints=37.7632978%2C-122.4797892%7C37.7635413%2C-122.4805197%7C37.7635185%2C-122.4810221%7C37.763245%2C-122.4812586%7C37.7634753%2C-122.4820015%7C37.7634751%2C-122.4820438%7C37.7632091%2C-122.4822785%7C37.7631893%2C-122.4826826%7C37.7629705%2C-122.4826183&travelmode=driving,0.3,1,"https://router.project-osrm.org/route/v1/driving/-122.4797009,37.7635863;-122.4797892,37.7632978;-122.4805197,37.7635413;-122.4810221,37.7635185;-122.4812586,37.763245;-122.4820015,37.7634753;-122.4820438,37.7634751;-122.4822785,37.7632091;-122.4826826,37.7631893;-122.4826183,37.7629705;-122.4829824,37.7634318?overview=false&steps=false&continue_straight=false"
18,171-180,"37.7634318,-122.4829824","37.7537829,-122.4908084",https://www.google.com/maps/dir/?api=1&origin=37.7634318%2C-122.4829824&destination=37.7537829%2C-122.4908084&waypoints=37.7578314%2C-122.4827523%7C37.7542013%2C-122.4812865%7C37.7539093%2C-122.4806071%7C37.7542328%2C-122.4799109%7C37.7539869%2C-122.4791068%7C37.7540509%2C-122.4780344%7C37.754302%2C-122.4780891%7C37.7543089%2C-122.4777675%7C37.7541049%2C-122.4770578&travelmode=driving,1.8,7,"https://router.project-osrm.org/route/v1/driving/-122.4829824,37.7634318;-122.4827523,37.7578314;-122.4812865,37.7542013;-122.4806071,37.7539093;-122.4799109,37.7542328;-122.4791068,37.7539869;-122.4780344,37.7540509;-122.4780891,37.754302;-122.4777675,37.7543089;-122.4770578,37.7541049;-122.4908084,37.7537829?overview=false&steps=false&continue_straight=false"
19,181-190,"37.7537829,-122.4908084","37.775653,-122.4961134",https://www.google.com/maps/dir/?api=1&origin=37.7537829%2C-122.4908084&destination=37.775653%2C-122.4961134&waypoints=37.7537596%2C-122.4909559%7C37.7534421%2C-122.4911564%7C37.7534854%2C-122.4973202%7C37.7565389%2C-122.5017634%7C37.7569687%2C-122.5023107%7C37.7531581%2C-122.5045089%7C37.7592955%2C-122.5078872%7C37.7626724%2C-122.5003096%7C37.7612253%2C-122.4907775&travelmode=driving,5.2,17,"https://router.project-osrm.org/route/v1/driving/-122.4908084,37.7537829;-122.4909559,37.7537596;-122.4911564,37.7534421;-122.4973202,37.7534854;-122.5017634,37.7565389;-122.5023107,37.7569687;-122.5045089,37.7531581;-122.5078872,37.7592955;-122.5003096,37.7626724;-122.4907775,37.7612253;-122.4961134,37.775653?overview=false&steps=false&continue_straight=false"
20,191-200,"37.775653,-122.4961134","37.7755648,-122.4975524",https://www.google.com/maps/dir/?api=1&origin=37.775653%2C-122.4961134&destination=37.7755648%2C-122.4975524&waypoints=37.7759062%2C-122.4959124%7C37.7759133%2C-122.4957386%7C37.7759214%2C-122.4955367%7C37.7758758%2C-122.4964004%7C37.7758584%2C-122.4971747%7C37.7758382%2C-122.4974819%7C37.7758373%2C-122.4975298%7C37.7758315%2C-122.4976094%7C37.7758261%2C-122.4976953&travelmode=driving,0.2,1,"https://router.project-osrm.org/route/v1/driving/-122.4961134,37.775653;-122.4959124,37.7759062;-122.4957386,37.7759133;-122.4955367,37.7759214;-122.4964004,37.7758758;-122.4971747,37.7758584;-122.4974819,37.7758382;-122.4975298,37.7758373;-122.4976094,37.7758315;-122.4976953,37.7758261;-122.4975524,37.7755648?overview=false&steps=false&continue_straight=false"
21,201-210,"37.7755648,-122.4975524","37.7798921,-122.485121",https://www.google.com/maps/dir/?api=1&origin=37.7755648%2C-122.4975524&destination=37.7798921%2C-122.485121&waypoints=37.7754593%2C-122.4976205%7C37.7755556%2C-122.4980167%7C37.7755474%2C-122.4982364%7C37.7794682%2C-122.4945189%7C37.7795217%2C-122.4935201%7C37.7798759%2C-122.4934503%7C37.7815535%2C-122.4925035%7C37.7819123%2C-122.489898%7C37.7801731%2C-122.4872443&travelmode=driving,2.0,8,"https://router.project-osrm.org/route/v1/driving/-122.4975524,37.7755648;-122.4976205,37.7754593;-122.4980167,37.7755556;-122.4982364,37.7755474;-122.4945189,37.7794682;-122.4935201,37.7795217;-122.4934503,37.7798759;-122.4925035,37.7815535;-122.489898,37.7819123;-122.4872443,37.7801731;-122.485121,37.7798921?overview=false&steps=false&continue_straight=false"
22,211-220,"37.7798921,-122.485121","37.7808821,-122.4712667",https://www.google.com/maps/dir/?api=1&origin=37.7798921%2C-122.485121&destination=37.7808821%2C-122.4712667&waypoints=37.7803847%2C-122.4823559%7C37.780034%2C-122.482053%7C37.780049%2C-122.4818945%7C37.7800619%2C-122.4810822%7C37.7801049%2C-122.4806914%7C37.7801806%2C-122.4791486%7C37.7802666%2C-122.4766185%7C37.7803257%2C-122.4755654%7C37.7808021%2C-122.4733161&travelmode=driving,1.8,8,"https://router.project-osrm.org/route/v1/driving/-122.485121,37.7798921;-122.4823559,37.7803847;-122.482053,37.780034;-122.4818945,37.780049;-122.4810822,37.7800619;-122.4806914,37.7801049;-122.4791486,37.7801806;-122.4766185,37.7802666;-122.4755654,37.7803257;-122.4733161,37.7808021;-122.4712667,37.7808821?overview=false&steps=false&continue_straight=false"
23,221-230,"37.7808821,-122.4712667","37.782818,-122.4646328",https://www.google.com/maps/dir/?api=1&origin=37.7808821%2C-122.4712667&destination=37.782818%2C-122.4646328&waypoints=37.7809011%2C-122.4708487%7C37.7805883%2C-122.4699033%7C37.7806379%2C-122.4688401%7C37.7806145%2C-122.4662841%7C37.780819%2C-122.4646606%7C37.7808186%2C-122.4646139%7C37.7812231%2C-122.4639473%7C37.7828341%2C-122.4642568%7C37.7828079%2C-122.4645682&travelmode=driving,1.2,5,"https://router.project-osrm.org/route/v1/driving/-122.4712667,37.7808821;-122.4708487,37.7809011;-122.4699033,37.7805883;-122.4688401,37.7806379;-122.4662841,37.7806145;-122.4646606,37.780819;-122.4646139,37.7808186;-122.4639473,37.7812231;-122.4642568,37.7828341;-122.4645682,37.7828079;-122.4646328,37.782818?overview=false&steps=false&continue_straight=false"
24,231-240,"37.782818,-122.4646328","37.7829015,-122.4682503",https://www.google.com/maps/dir/?api=1&origin=37.782818%2C-122.4646328&destination=37.7829015%2C-122.4682503&waypoints=37.7830425%2C-122.4648197%7C37.7830023%2C-122.4658784%7C37.7830014%2C-122.4661387%7C37.7827621%2C-122.4660081%7C37.7827568%2C-122.4658505%7C37.7825419%2C-122.4664152%7C37.7824329%2C-122.4666822%7C37.782948%2C-122.4673999%7C37.7826656%2C-122.4679876&travelmode=driving,0.3,1,"https://router.project-osrm.org/route/v1/driving/-122.4646328,37.782818;-122.4648197,37.7830425;-122.4658784,37.7830023;-122.4661387,37.7830014;-122.4660081,37.7827621;-122.4658505,37.7827568;-122.4664152,37.7825419;-122.4666822,37.7824329;-122.4673999,37.782948;-122.4679876,37.7826656;-122.4682503,37.7829015?overview=false&steps=false&continue_straight=false"
25,241-250,"37.7829015,-122.4682503","37.7821175,-122.485616",https://www.google.com/maps/dir/?api=1&origin=37.7829015%2C-122.4682503&destination=37.7821175%2C-122.485616&waypoints=37.7829158%2C-122.4682954%7C37.7827632%2C-122.4713517%7C37.7822838%2C-122.4765509%7C37.7822634%2C-122.4819512%7C37.7819833%2C-122.4829265%7C37.7819817%2C-122.4830336%7C37.781976%2C-122.4831835%7C37.7821304%2C-122.4852583%7C37.78213%2C-122.485431&travelmode=driving,1.0,3,"https://router.project-osrm.org/route/v1/driving/-122.4682503,37.7829015;-122.4682954,37.7829158;-122.4713517,37.7827632;-122.4765509,37.7822838;-122.4819512,37.7822634;-122.4829265,37.7819833;-122.4830336,37.7819817;-122.4831835,37.781976;-122.4852583,37.7821304;-122.485431,37.78213;-122.485616,37.7821175?overview=false&steps=false&continue_straight=false"
26,251-260,"37.7821175,-122.485616","37.7817076,-122.4559265",https://www.google.com/maps/dir/?api=1&origin=37.7821175%2C-122.485616&destination=37.7817076%2C-122.4559265&waypoints=37.7838735%2C-122.4827392%7C37.7763728%2C-122.4803086%7C37.7770459%2C-122.4654532%7C37.777325%2C-122.4648238%7C37.7771467%2C-122.4633355%7C37.7771535%2C-122.4630916%7C37.7773986%2C-122.462826%7C37.7771825%2C-122.4625294%7C37.7828745%2C-122.4636255&travelmode=driving,3.2,11,"https://router.project-osrm.org/route/v1/driving/-122.485616,37.7821175;-122.4827392,37.7838735;-122.4803086,37.7763728;-122.4654532,37.7770459;-122.4648238,37.777325;-122.4633355,37.7771467;-122.4630916,37.7771535;-122.462826,37.7773986;-122.4625294,37.7771825;-122.4636255,37.7828745;-122.4559265,37.7817076?overview=false&steps=false&continue_straight=false"
27,261-270,"37.7817076,-122.4559265","37.7899767,-122.4336448",https://www.google.com/maps/dir/?api=1&origin=37.7817076%2C-122.4559265&destination=37.7899767%2C-122.4336448&waypoints=37.7817741%2C-122.451349%7C37.7809382%2C-122.4391646%7C37.7783886%2C-122.4388076%7C37.7765771%2C-122.4382957%7C37.7748079%2C-122.4379429%7C37.7746278%2C-122.4379002%7C37.7848832%2C-122.4304169%7C37.7851799%2C-122.4304721%7C37.7869749%2C-122.4299475&travelmode=driving,4.0,14,"https://router.project-osrm.org/route/v1/driving/-122.4559265,37.7817076;-122.451349,37.7817741;-122.4391646,37.7809382;-122.4388076,37.7783886;-122.4382957,37.7765771;-122.4379429,37.7748079;-122.4379002,37.7746278;-122.4304169,37.7848832;-122.4304721,37.7851799;-122.4299475,37.7869749;-122.4336448,37.7899767?overview=false&steps=false&continue_straight=false"
28,271-280,"37.7899767,-122.4336448","37.7912358,-122.4207109",https://www.google.com/maps/dir/?api=1&origin=37.7899767%2C-122.4336448&destination=37.7912358%2C-122.4207109&waypoints=37.7912957%2C-122.4346366%7C37.7885864%2C-122.4235375%7C37.7886746%2C-122.4222178%7C37.7881229%2C-122.421632%7C37.7885206%2C-122.4207091%7C37.7887695%2C-122.4206788%7C37.7888701%2C-122.4204876%7C37.7898626%2C-122.4206981%7C37.7907893%2C-122.4202355&travelmode=driving,2.2,9,"https://router.project-osrm.org/route/v1/driving/-122.4336448,37.7899767;-122.4346366,37.7912957;-122.4235375,37.7885864;-122.4222178,37.7886746;-122.421632,37.7881229;-122.4207091,37.7885206;-122.4206788,37.7887695;-122.4204876,37.7888701;-122.4206981,37.7898626;-122.4202355,37.7907893;-122.4207109,37.7912358?overview=false&steps=false&continue_straight=false"
29,281-290,"37.7912358,-122.4207109","37.7896132,-122.4140215",https://www.google.com/maps/dir/?api=1&origin=37.7912358%2C-122.4207109&destination=37.7896132%2C-122.4140215&waypoints=37.7913128%2C-122.4207079%7C37.790977%2C-122.4185746%7C37.7910518%2C-122.418044%7C37.7910682%2C-122.4179672%7C37.7910669%2C-122.4178856%7C37.7911016%2C-122.4176802%7C37.7898539%2C-122.4173166%7C37.7885138%2C-122.4150968%7C37.7886956%2C-122.4137168&travelmode=driving,1.2,4,"https://router.project-osrm.org/route/v1/driving/-122.4207109,37.7912358;-122.4207079,37.7913128;-122.4185746,37.790977;-122.418044,37.7910518;-122.4179672,37.7910682;-122.4178856,37.7910669;-122.4176802,37.7911016;-122.4173166,37.7898539;-122.4150968,37.7885138;-122.4137168,37.7886956;-122.4140215,37.7896132?overview=false&steps=false&continue_straight=false"
30,291-300,"37.7896132,-122.4140215","37.7866814,-122.4127614",https://www.google.com/maps/dir/?api=1&origin=37.7896132%2C-122.4140215&destination=37.7866814%2C-122.4127614&waypoints=37.7895978%2C-122.4141717%7C37.7895679%2C-122.4126161%7C37.7898887%2C-122.4118038%7C37.7902062%2C-122.4093108%7C37.7896241%2C-122.408938%7C37.7887957%2C-122.4086863%7C37.7869641%2C-122.4079891%7C37.7872128%2C-122.4103506%7C37.7877235%2C-122.4120922&travelmode=driving,1.5,6,"https://router.project-osrm.org/route/v1/driving/-122.4140215,37.7896132;-122.4141717,37.7895978;-122.4126161,37.7895679;-122.4118038,37.7898887;-122.4093108,37.7902062;-122.408938,37.7896241;-122.4086863,37.7887957;-122.4079891,37.7869641;-122.4103506,37.7872128;-122.4120922,37.7877235;-122.4127614,37.7866814?overview=false&steps=false&continue_straight=false"
31,301-310,"37.7866814,-122.4127614","37.7839089,-122.4196454",https://www.google.com/maps/dir/?api=1&origin=37.7866814%2C-122.4127614&destination=37.7839089%2C-122.4196454&waypoints=37.7866661%2C-122.4129649%7C37.7857275%2C-122.4127692%7C37.7853512%2C-122.4130435%7C37.784952%2C-122.4130574%7C37.7847337%2C-122.4130515%7C37.7839579%2C-122.4161227%7C37.7832537%2C-122.415712%7C37.7834857%2C-122.4177166%7C37.783901%2C-122.4194993&travelmode=driving,1.2,6,"https://router.project-osrm.org/route/v1/driving/-122.4127614,37.7866814;-122.4129649,37.7866661;-122.4127692,37.7857275;-122.4130435,37.7853512;-122.4130574,37.784952;-122.4130515,37.7847337;-122.4161227,37.7839579;-122.415712,37.7832537;-122.4177166,37.7834857;-122.4194993,37.783901;-122.4196454,37.7839089?overview=false&steps=false&continue_straight=false"
